,id1,Description1,id2,Description2,Type of dependency,label
7315,10663,searched around found way hide,9750,would like ability removearchive ele,duplicates,0
7316,285,adding rbac tracker one th,3077,may ask redmine achieve customer fe,relates,2
7317,5250,would interesting allow administrator,1358,would nice link field th,relates,2
7318,7628,custom field choose user,2096,want add custom field named,duplicates,0
7319,22958,word macro call executes,3039,profile set mail p,independent,1
7320,5031,one issue blocked another shou,2887,dfgdfgdfgdfgdfg,independent,1
7321,1812,possible add header language drop,10486,get list project using rest,independent,1
7322,6178,comparison scheduled time th,5799,would great two new permission could,independent,1
7323,363,hirnthe discussion help f,6954,essential work possibility,duplicates,0
7324,8492,think custom field version type shou,8152,would nice custom field type,duplicates,0
7325,7043,ive seen software like jira whatever else,1800,would nice redmine assisting,relates,2
7326,19484,way different ordering,26105,strongly believe reevaluating redm,independent,1
7327,3337,browsing selection issue bug revie,2850,opening issue issue list,duplicates,0
7328,5000,use redmine manage service client,3463,hirnrni would like export wikipages,duplicates,0
7329,20422,hirnrnthe thumbnailmacro useful,15255,big nice feature open image,relates,2
7330,25247,user new redmine would help ver,27097,hellornrni want use keyvalue list,independent,1
7331,16445,hellornas click issue proje,8428,make user able input fraction time unit,independent,1
7332,9991,think good feature would status,7450,hellornrni would like use redmine su,duplicates,0
7333,1701,production branch trunkrn,4403,way working company,relates,2
7334,11152,hirnrnwe currently trying use redm,9804,see way specify activity co,relates,2
7335,20812,although cs class overdue issue im,2337,would perfect overdue ticket hig,relates,2
7336,16251,could add feature configure,4602,hellornrni sorry bothering aga,duplicates,0
7337,9835,project default priority,7402,would great access enumer,relates,2
7338,2421,redmine installed used,3465,common redmine used mana,relates,2
7339,16483,would nice svn tag redm,19851,patch add socalled sudo mode saf,independent,1
7340,26165,hellornis possible api allowi,9912,automated test redmine java,duplicates,0
7341,1142,would nice cc list people,1133,rnrnone project used track h,relates,2
7342,4670,anybody role assign due date,703,hirni think would nice able,duplicates,0
7343,12005,ability hide fieldrnrnrelated,2539,possible per project setting f,relates,2
7344,11521,would good search could limite,1159,currently add one many filter,relates,2
7345,18568,using incoming email feature red,3413,use digital signature mailapp,duplicates,0
7346,12587,would nice email notification would,1005,cant find trace someone add r,relates,2
7347,23287,quite often version represent specifi,22802,roadmap tab issue automatical,relates,2
7348,3068,id like suggest addition would,2082,currently default gui use n,relates,2
7349,6580,there way specify due date,4729,would great able filter i,duplicates,0
7350,1565,nice add page folder save,27313,according created issue let,relates,2
7351,23306,would nice way get list,23307,wouldve nice able get,relates,2
7352,10645,redmine fantastic system combine,992,think two improvement help lotrn,duplicates,0
7353,11425,request featured real problem,12952,change projectname sorting al,independent,1
7354,23459,would like ability customize list,10713,user account setting add configur,relates,2
7355,2925,id like add url hook redmines reposi,296,subject touched,relates,2
7356,1459,global holiday calendar desirable,7011,customize calendar holiday member,relates,2
7357,8618,permission view xxxx che,4866,currently would nice able forbi,duplicates,0
7358,4097,using create continue button,7623,creating bunch issue id probably,duplicates,0
7359,19843,ability inputselect exactly page,8881,sorry unusual way approach,independent,1
7360,21691,there option make managing transla,3365,cannot seem find way within redmine,independent,1
7361,1311,would great revision history could,539,would great able add differen,relates,2
7362,14435,would nice could edit field,24175,wiki page nice useful featur,independent,1
7363,34303,really handy context menu i,591,idea user interface improvementrnrn,independent,1
7364,3509,would nice redmine kept track,2677,right issue list clear,duplicates,0
7365,16288,hi allrnare available customize title,34123,add system test type,independent,1
7366,6535,include issue task field com,16928,could please add option requires time,independent,1
7367,15114,promoting using redmine w,12859,many field subject field,independent,1
7368,31449,using redmine issue manager,31581,propose feature visualize change,relates,2
7369,17720,appears good way filter,6375,hirni think beneficial,relates,2
7370,11779,thing came quick,7692,currently nice feature associate wi,independent,1
7371,8095,would good let text formatting,4015,allow application setting eg theme,relates,2
7372,9447,wish could ignore file diff vie,10685,please add timezone europekaliningrad gmt,independent,1
7373,4559,fantastic tool one use case,2665,add filter filter sub project target,relates,2
7374,17462,anyway take project list,288,hellornrnwould possible add si,independent,1
7375,8296,hi rnrnim integrating custom redmine f,266,would great least would meet require,independent,1
7376,15886,add field working hour administration,15199,hellornrni need report show,independent,1
7377,26422,hellorni searched doc tried lot,22966,basically working ticket,relates,2
7378,332,create filter issue listing page,33802,hellornrni would like know,independent,1
7379,28202,would helpful able update,23448,id like possibility update i,duplicates,0
7380,9088,im already using api retrieve issue,7403,would great version available v,relates,2
7381,21532,easiest casernrnif issue multiple,4939,hellornrnup list task,duplicates,0
7382,17208,since changing issue relation generat,16098,would possible enable following fea,duplicates,0
7383,2497,think adding keystroke recognition allow,17179,introductionrnrnthese custom field,independent,1
7384,4677,currently repported issue block,1565,nice add page folder save,duplicates,0
7385,21869,think would rather convenient,18189,functionality b,duplicates,0
7386,2081,example rn allow define customfield,2096,want add custom field named,duplicates,0
7387,13787,bonjour à tousrnrnaprès paramétrage jai,8568,situation would,duplicates,0
7388,4015,allow application setting eg theme,2563,parameter main set,relates,2
7389,1687,use case rn someone post patchrn,1339,described forum th,relates,2
7390,973,heyrnrncurrently seems status,2240,fantastic application ju,relates,2
7391,9165,test dla firmy,14327,objection id like change,independent,1
7392,4242,possible send mail attachmen,3760,send attachment via email via,duplicates,0
7393,10430,descriptionrncreate simple plugin vi,29474,many modern tool like slackgithubbitbucket,independent,1
7394,3039,profile set mail p,2287,would useful add list fil,independent,1
7395,10331,getting internal request abili,973,heyrnrncurrently seems status,relates,2
7396,5762,held please possible think,1455,id like capability creating issue repo,independent,1
7397,9834,application consuming api would l,7420,rest api add delete und selec,relates,2
7398,948,apreciate much version,27770,implementation srp password transmission,independent,1
7399,13187,bus need show amount license,4829,know installation instruction,independent,1
7400,19453,working validation uploading,23632,need ability set requirement,relates,2
7401,10729,embedding wiki page neat feature al,22593,installation intented public peo,independent,1
7402,27368,patch implement preview comment,2604,creating new issue preview,relates,2
7403,1138,would cool allow prefilled issue,6715,hellornrni think issue template,duplicates,0
7404,27074,sometimes important know exact,19564,hi everyone rnrni would like know,independent,1
7405,6717,use casernrnthe administrator,6716,use casernrnthe galaxy company de,relates,2
7406,1716,think quickly comprehension statu,4967,ive modified applicationcss classic th,relates,2
7407,8016,would really like able specify,9184,would helpful able edit,relates,2
7408,9773,adding group multiple project adm,11702,adding user multiple project admi,duplicates,0
7409,3037,often multiple user type access,1554,hirnrnprivate issue would great,duplicates,0
