Unnamed: 0,Unnamed: 0.1,id1,Description1,id2,Description2,Type of dependency,label,AnnotationStatus
1049.0,8320.0,5721.0,would like change unit size k,78635.0,use itemprop,independent,0.0,
1193.0,4924.0,14470.0,function platform dependent f,14079.0,optimize eg put last name beneath first nam,independent,0.0,
1936.0,4877.0,19635.0,current rendering content element crea,60888.0,currently possible import news,independent,0.0,
2232.0,3290.0,14782.0,really large picture click,86850.0,addition new seo feature lts,independent,0.0,
2200.0,1233.0,20441.0,fluid extbase ready included,20242.0,upcoming extbase object relational map,relates,1.0,
2272.0,728.0,30508.0,would nice filter see onl,43177.0,local extensionrn activeinactiveupd,relates,1.0,
455.0,1288.0,19375.0,add doctype document including rte,19349.0,file used template rte conten,relates,1.0,
1853.0,1166.0,22364.0,taskcenter also sys action extensi,22363.0,taskcenter redone completly make,relates,1.0,
2192.0,782.0,22284.0,template analyzer would able sho com,21827.0,would nice feature also worke,independent,0.0,
2254.0,211.0,3208.0,patch provides flexibility,79534.0,multiple thing adjust ldap configur,independent,0.0,
83.0,8326.0,49178.0,hellornrni experience dce f,23735.0,htmlmail ugly nonrfc conformant,independent,0.0,
1479.0,5540.0,1665.0,currently way adjust tab wi,24894.0,would useful cs class added,independent,0.0,
229.0,8743.0,88442.0,allow loading video kind defer,49446.0,hate scrolling bottom whole frame,independent,0.0,
640.0,1826.0,91810.0,introduce javascript templating engine simil,79935.0,field record limited,independent,0.0,
2151.0,5937.0,44210.0,situationrn large index inde,33749.0,integrate file abstraction layer api,independent,0.0,
860.0,259.0,74500.0,keep backend preview template feature,73597.0,want display entry section,relates,1.0,
1501.0,991.0,31492.0,would nice possibility u,15302.0,hirnthis working draft update w,independent,0.0,
2041.0,1513.0,15403.0,cropscale image scaled size,15705.0,patch file,relates,1.0,
1512.0,1059.0,8912.0,multishop also coupon code module,39007.0,tried figure hook tha,independent,0.0,
1582.0,1209.0,90994.0,data already template,23790.0,would great hook inside fu,independent,0.0,
1690.0,8415.0,36649.0,changelog page currently show hint whi,61366.0,hi rnrnit would great could add,independent,0.0,
894.0,747.0,40957.0,possible make instance dce u,40889.0,hirnrni needed one ce loaded via ty,relates,1.0,
806.0,6730.0,71862.0,first extension work greatrni,32631.0,setting fresh instance,independent,0.0,
1652.0,4684.0,521.0,use doctrine logo logo extens,34968.0,need stage item release,independent,0.0,
1871.0,2068.0,83583.0,editing data record textareas b,11282.0,possibility configuration,independent,0.0,
2641.0,755.0,40365.0,thank much possibility sor,40074.0,sometimes useful sorting c,relates,1.0,
2487.0,1303.0,19188.0,add api methodrnrntemplateaddrecords,19190.0,add api methodrnrntemplateaddtcareco,relates,1.0,
852.0,332.0,68300.0,frontend page repository capable,38732.0,hirnrnlets start modernize content e,relates,1.0,
624.0,5100.0,8717.0,patchrnrnallows width height,27339.0,content link add recor,independent,0.0,
679.0,4463.0,32208.0,missing ability downgrade,66262.0,hirnrni issue share button,independent,0.0,
2378.0,1143.0,49972.0,hey guysrnrni check many issue,23085.0,save view button backend onl,relates,1.0,
2434.0,196.0,80212.0,here longer term idea proposal move,92431.0,able version configuration,relates,1.0,
1763.0,530.0,54654.0,confirmation page button button label,69176.0,currently possible anymore change,relates,1.0,
1059.0,526.0,69863.0,complicated easy say hollow ou,55660.0,hellornits possible use array f,relates,1.0,
1330.0,7866.0,14036.0,use google reqdayrn,22327.0,using simulatestatic realurl,independent,0.0,
868.0,6724.0,48807.0,hi export module think fe,39535.0,class xml thought base class,independent,0.0,
2521.0,8295.0,14607.0,image property inserted image,75695.0,javascript file must scanned matched,independent,0.0,
1823.0,345.0,67658.0,order allow powerful processing flui,66907.0,sometimes needed helpful,relates,1.0,
269.0,6065.0,24948.0,currently manually check,65103.0,integration backend usergroup,independent,0.0,
1241.0,890.0,34028.0,already functionality place fet,34027.0,apply defaultordering based order,relates,1.0,
1037.0,1673.0,5849.0,need monitor setting probably l,3306.0,class containing route part handler,relates,1.0,
655.0,8692.0,33226.0,validation option set constru,49152.0,move flowplayer file contrib resolve,independent,0.0,
1472.0,815.0,37765.0,trying build link fluid,30777.0,developer hard time figuring wha,relates,1.0,
322.0,1145.0,52471.0,note issue came issue,22992.0,atm meta tag added complete html tag,relates,1.0,
1487.0,420.0,63391.0,would usefull form object,53406.0,need compact formular one possible wa,relates,1.0,
1195.0,527.0,57691.0,documentation editor allow file,55193.0,would useful add drag drop,relates,1.0,
2136.0,743.0,43133.0,currently there possibility handle nul,41773.0,current implementation backen,relates,1.0,
371.0,1364.0,18039.0,throughout discussion core list integrate,17825.0,new extension rewrite impro,relates,1.0,
886.0,1072.0,29105.0,pagetree icon inserti,25183.0,feature request result,relates,1.0,
407.0,157.0,83461.0,currently really hard get actu,92283.0,backend form fieldnames displ,relates,1.0,
179.0,1205.0,21144.0,use ext autoloadphp file sup,25337.0,target php core shoul,relates,1.0,
1828.0,6480.0,38683.0,pasting pastestructure pasteform,45677.0,hirnrni would like create better tem,independent,0.0,
1500.0,2388.0,29578.0,achieved storing entity,63600.0,hirnrnthe new abstract condition goo,independent,0.0,
88.0,3044.0,49010.0,need ask myopenid usern,72841.0,use svconnect extension develo,independent,0.0,
1951.0,5440.0,69891.0,interface unintuitive see,6247.0,add configuration option attribute alt,independent,0.0,
111.0,473.0,29376.0,number picturesalbumrnexif data,33774.0,atm ajaxifyed form default load r,independent,0.0,
1751.0,427.0,62931.0,based existing typolink view helper th,59396.0,many request viewhelper,relates,1.0,
1973.0,4549.0,49899.0,set page title template glob,56295.0,category manually sortable using,independent,0.0,
110.0,309.0,83463.0,since core extension sysexts stable,70157.0,looking em installed extens,relates,1.0,
1557.0,8258.0,68654.0,add given class name cs class typo,47697.0,user must able save rdf r atom fe,independent,0.0,
2177.0,1001.0,28258.0,curl allowsrncurlopt proxytype teither cur,27988.0,override curl option eg forg,relates,1.0,
632.0,991.0,62023.0,primarily intended used,28382.0,instead evaluating google analytics code ri,relates,1.0,
2524.0,692.0,54429.0,hirnrni think would nice sor,45535.0,would great able sort sched,relates,1.0,
1480.0,479.0,58557.0,would nice one could define name,58829.0,currently using viewhelpers part,relates,1.0,
1595.0,1378.0,11420.0,hi alexrnrnit would nice disable th,33150.0,let user define hostname react,independent,0.0,
527.0,4926.0,5286.0,userfriendly way check internal,16650.0,ability configure page storagepid,independent,0.0,
648.0,3818.0,89995.0,data security law germany dsgvo requ,66603.0,hirnrnfor possible use,independent,0.0,
2208.0,1004.0,28258.0,curl allowsrncurlopt proxytype teither cur,31818.0,network proxy server al,relates,1.0,
316.0,843.0,36695.0,developer want able validate,32832.0,sometimes validation executed,relates,1.0,
1168.0,6290.0,20930.0,table content object hardco,89018.0,http factory useful generi,independent,0.0,
2181.0,4578.0,6166.0,hirnrnive added typoscript option,69611.0,option exist several applicatio,independent,0.0,
63.0,793.0,68300.0,frontend page repository capable,38732.0,hirnrnlets start modernize content e,relates,1.0,
1445.0,5283.0,52366.0,hirnrnit would great possibi,5681.0,parsing content marker cobject wou,independent,0.0,
1212.0,2015.0,37433.0,need stage banner announcin,30594.0,require change torn extensiona,independent,0.0,
1478.0,1653.0,6724.0,hirnrnfirst sorry bad english,7722.0,cldr data contains information xml format,relates,1.0,
1320.0,5625.0,59244.0,order able publish fe page p,1457.0,method implementation contains search,independent,0.0,
1375.0,3624.0,8289.0,frontend plugin existing user,86310.0,simplify management crop variant,independent,0.0,
2092.0,1531.0,15422.0,loginerror session timedout page,19152.0,part implemented idea rnpa,relates,1.0,
1310.0,2829.0,90615.0,already possible add attachment e,5159.0,must disabledrnprern confi,independent,0.0,
524.0,1990.0,67453.0,logout one redirect,16035.0,make easier write xdb code might b,independent,0.0,
2385.0,7335.0,52595.0,extension use extension,37551.0,nice opportunity send ema,independent,0.0,
895.0,8039.0,80760.0,small cookbook allow added,91719.0,add possibility add custom error messag,independent,0.0,
1815.0,2287.0,35209.0,feature provided included,24899.0,make form element even flexible,independent,0.0,
562.0,5462.0,25780.0,noticed char,86066.0,cli command showing li,independent,0.0,
1975.0,307.0,77025.0,validation error extbase forward,70384.0,validation error happens form su,relates,1.0,
159.0,1574.0,14669.0,possible make field edit pag,55976.0,tca config overridden w,relates,1.0,
334.0,2574.0,1010.0,optionally show download snippet link,58151.0,would nice write validator,independent,0.0,
590.0,4066.0,57998.0,request featurernrnprernfforms,70484.0,ever changed cs file rte,independent,0.0,
1356.0,6092.0,87994.0,looking option create optgroup,15762.0,feature asked creation multiple pageco,independent,0.0,
1820.0,131.0,84704.0,problemrnrncurrently link di,84990.0,problemrnrncurrently rtehtmlparserm,relates,1.0,
339.0,4355.0,84216.0,migrating old htmlphp code fl,52696.0,sometimes schedulerjobs,independent,0.0,
512.0,5913.0,26832.0,adding new plugin selecting templ,37279.0,atm allow property way right,independent,0.0,
2330.0,552.0,64531.0,fluid viewhelper passwordviewhelper,53406.0,need compact formular one possible wa,relates,1.0,
1342.0,7857.0,30256.0,would nice get help one specific pac,28492.0,include captcha check validation,independent,0.0,
202.0,3738.0,3937.0,hi membersrnrntoday found extension,14254.0,fix enable movi,independent,0.0,
13.0,1542.0,15112.0,idea improving relation partr,54075.0,would nice could change delimit,relates,1.0,
1002.0,441.0,61308.0,extension tx form allow using p,32594.0,specifies new attribute called placeh,relates,1.0,
134.0,1371.0,17900.0,might great individual field,17436.0,offer possibility define field,relates,1.0,
746.0,5920.0,79363.0,search search box heade,87100.0,hi rnrni suggest think r,independent,0.0,
362.0,983.0,6594.0,fe would nice,4221.0,bash script already support com,independent,0.0,
2087.0,674.0,46061.0,setting allowed property configurati,46048.0,using propertymapper useful,relates,1.0,
986.0,4792.0,8082.0,currently clean way retrieve,6057.0,example static typoscript implementation da,independent,0.0,
671.0,963.0,37405.0,updating model property wich used,29972.0,need new entity redirect mvcwebro,relates,1.0,
1130.0,335.0,67884.0,gather ce assigned val,76564.0,imagine following crea,relates,1.0,
1354.0,6867.0,79237.0,add logrotation homeloglog,3579.0,per calendar view possible co,independent,0.0,
2601.0,1156.0,22482.0,currently breakwidth property gifbuilde,24090.0,lot parameter gifbuilder tha,relates,1.0,
877.0,6694.0,49814.0,currently extension accessible,89996.0,european data security law forbidds u,independent,0.0,
2242.0,1796.0,49000.0,currently error message log st,6218.0,create module managing type data,independent,0.0,
808.0,6853.0,56073.0,brainerrnrni tried,9115.0,rnalthough pagebrowse universal th,independent,0.0,
2027.0,8331.0,38130.0,currently checkbox left unchecked,66249.0,possible next version go map,independent,0.0,
1802.0,165.0,2832.0,need validator check minimum,1214.0,option typoscript flexform,independent,0.0,
466.0,867.0,37373.0,objectsyaml allow adding ove,35354.0,currently afaik option set va,relates,1.0,
1682.0,4494.0,33134.0,create tca structure sys log,19036.0,hirnwould nice possible set,independent,0.0,
127.0,1097.0,20521.0,working regular expression regexp de,91600.0,ive stumbled across low hanging fruit,independent,0.0,
861.0,7945.0,2384.0,make possible additional straight,5703.0,pagetree offer methodsrnr,independent,0.0,
1657.0,321.0,69351.0,configuring link target elementb,24247.0,offer possibility open menu link,relates,1.0,
799.0,3758.0,53396.0,hi therernrnwouldnt nice,63400.0,hirnrnnice extension develop,independent,0.0,
1215.0,46.0,89709.0,im using month int,66608.0,current element browser need support,relates,1.0,
232.0,1338.0,18595.0,feature see attached patch depends,17568.0,webpage column view tt content,relates,1.0,
653.0,2614.0,10171.0,browser plugin get new tab searc,78161.0,t extension default used typesc,independent,0.0,
425.0,2553.0,1174.0,would nice commentary funktion,14462.0,add stdwrap functionality tornselectorder,independent,0.0,
1167.0,498.0,57417.0,introduced new responsive image whe,70965.0,seems fluid styled content support,relates,1.0,
1331.0,1150.0,22858.0,little usability improvement would,22859.0,reported issue typical,relates,1.0,
2060.0,1271.0,74319.0,install existing database w,24957.0,devsrnrnthe editor syntaxhighligh,independent,0.0,
1446.0,8944.0,41378.0,needed composer postinstall sc,12860.0,user event multiple page,independent,0.0,
1034.0,744.0,41649.0,want page menu,46138.0,currently page type shortcut l,relates,1.0,
613.0,7.0,36075.0,original concept new pagetree,92576.0,use case rnrnit possible filter,relates,1.0,
31.0,5511.0,792.0,vorschlagrnspeicherung de anmeldedatums de,43052.0,introduce utility class several naming,independent,0.0,
1148.0,745.0,41297.0,currently possible extend typ,37372.0,class extended inheritance,relates,1.0,
