Unnamed: 0,id1,req1,id2,req2,Type of dependency,Label
40079,10377,using \r\na new issue with parent doe,269,it would save time and ease use to have the ab,independent,0
4161,3988,in the revision browser it would be good to ha,2372,this is wishlist for several enhancements of,relates,1
4520,1030,another minor thing that made me wonder when,1509,when user comments on an issue without chang,relates,1
18398,8006,hi \r\n\r\nthe right click context menu for is,13519,for custom fields we can set the option requi,independent,0
46042,3081,the ajax repository browser is nice and easy,34566,currently it is possible to re title an issue,independent,0
848,4569,with feature new versions can be added,18004,the category and version fields are very hard,relates,1
1331,13157,on my page there is no link below the spent ti,916,the recently added feature in is very,relates,1
3942,9843,hi \r\n\r\ni am using two different roles/perm,8200,if clear the parent of the issue then the st,independent,0
2808,6166,am using redmine to authenticate with lotu,21923,issue migration to net ldap dro,relates,1
3913,10016,it would be nice to be able to configure the,23140,when don want to be notified of changes,independent,0
14499,22180,how to add assignee to the filter selection li,1596,opendocument is the native format of an increa,independent,0
11,33820,think it would be useful to use the function,33425,the attached patch adds an auto complete featu,relates,1
3355,4569,with feature new versions can be added,18004,the category and version fields are very hard,relates,1
37695,12868,when change the status to solved it would,1171,it will be good to have workflow for custom,independent,0
37516,13469,so far only is only open source med,7722,test subask bug,independent,0
1335,13111,note searched but could find how to re open,3660,since gmail is grouping emails into chains by,relates,1
48968,11357,there is an existing plugin for redmine x\r\,27317,hi all need plugin or source display issue,independent,0
10897,6886,users have different rights to access cvs or,30829,currently you can link to issue notes using,independent,0
1407,10979,it should be nice to add on my page folder r,12789,hi there \r\n\r\ni trying to give some ideas,relates,1
27933,12840,it would be great feature to define project,32372,when importing data from csv file redmine,independent,0
10675,23932,redmine gemfile still specifies tinytds,5922,right now query model uses logged in user for,independent,0
49113,5059,how to manage docments，files and attachments,4521,it seems that there is some logic defect in ho,independent,0
13813,22103,with filter in the right column,3306,hi \r\n\r\ni need plugin hooks for campf,independent,0
44330,33551,in the section test case management at,8355,would like to see the calendar widget from,independent,0
1983,9270,notifications on tasks help make things happen,3035,redminereminderemails reminder sends email,relates,1
1242,13635,it would be nice option to have ability to fil,13638,this feature extends issue filtering,relates,1
37035,33551,in the section test case management at,492,the problem is if developers role developers,independent,0
4837,973,hey \r\n\r\ncurrently it seems the statuses an,5991,currently you re not able to set different def,relates,1
4632,1675,as described in this forum post,1266,this is needed when we discover bug and it,relates,1
14688,1557,then change email address for some users in,31373,think it improves the user interface of gant,independent,0
5141,393,if you are giving clients access to redmine yo,8050,the problem with bigger workflow is that som,relates,1
2732,6421,in the issue detail view it would be helpful,31499,this patch adds due in days / days late,relates,1
34473,503,passwords for user accounts in redmine are lim,30424,redmine has only one project how to create,independent,0
36741,416,there should be permission or option to over,272,really like using filters in the issues modu,independent,0
21984,14107,it wold be very useful to temporarily be able,1756,at the moment it would be useful for me to cre,independent,0
5013,568,am new to redmine but have succesfully do,444,don think this is handled yet but for our,relates,1
43612,10343,m using redmine from almost two years often,10341,think good feature are add the option of,independent,0
1390,12795,there is currently no way for user to find,12794,when go to project page \r\n,relates,1
3216,23287,quite often version itself represent specifi,4992,add printer button to switch printable versi,relates,1
5397,951,we would appreciate the ability to import mile,34040,currently only the latest note can be output,independent,0
4706,1353,it would be useful to us if it were possible,1159,currently we can add one or many filters to,relates,1
2941,5250,it would be interesting to allow administrator,5794,custom fields can also be used to store urls,relates,1
31624,12563,whenever the activity view is opened all chan,327,like the new features that include sub proje,independent,0
3688,5594,have few changes to make to mailhandler so,3706,it already possible to fetch incoming emails,relates,1
8135,22812,enabling delete option for deleting an unwan,14435,it would be nice if you could edit some fields,independent,0
49568,1479,ability to export reports in time entries sect,9168,cambio display,independent,0
1582,11969,would like to have the option to display cer,14017,backgroud in our enviroment we use redmine fo,relates,1
5064,474,the status table currently allows you to selec,7311,need to define the default value of status,relates,1
4363,4487,currently the only way to view the history of,1834,provide option to view issue notes as threaded,relates,1
124,31154,rfc non compliant emission causes mail field,5913,\r\nin mail notification created by redmine,relates,1
29323,452,would it be possible to have an option to link,437,it would be cool if there was support for migr,independent,0
3860,4959,to help keep track of the total time spent on,18137,introduction\r\ni cannot believe it but have,independent,0
45908,3323,is it possible to add the feature that sort th,8120,code syntax highlighting in wiki only works wi,independent,0
