req1,req2,id1,id2,Label
when scheduler task is marked as running th,this would be nice feature it would allow,63703,31073,1
actually even with around you cant change the,this can be done by adding simple setter in,27115,29514,0
when creating new content element the result,suggestion for don know if som,7459,67750,1
currently it not possible to search for loca,for multi language sites it is not really conv,89524,46017,1
hello core team \r\n\r\ni would prefer globa,add possibility to export the redirects as,83677,83655,1
this was an idea / feature request that was ma,it is possible to add different url for manu,88947,89458,1
add guzzle as depencency and deprecate,after introducing we can,70056,28626,1
the linkvalidator default pagetsconfig curre,we repeatedly have errors in the log due to in,89177,92542,1
there are several use cases where it is necess,sometimes there may be problems with external,89457,85127,1
make the move element mask more user friendly,make the move element mask more user friendly,33693,33692,0
routes need an option to be limited to certain,the rest controller provided by should,,,0
it would be great if the email content could,as user want to be able to add link or,87199,84849,0
here is the diff that creates same functionali,have you ever consider to add \r\nexpand/colla,17225,15818,1
it would be nice if one could define the names,one major source of errors when working with,58557,53059,1
the pagetree filter could be improved by addin,in the original concept for the new page tree\,36071,36075,1
this issue is already well known and already,currently page of type shortcut can only,,,0
situation \r\nlist view only one specific rec,in the list view you can select to see only,,,0
to handle the parameter strings which are gene,pre code class= xml config \r\n type inp,,,0
please render the attributes like requir,it would be very usefull if the form objects,,,0
request to have code list again in felogin,felogin decides what to display according to,,,0
there are flag icons for serbia and romania,hi \r\n\r\nthe faroese flag is missing from th,21765,19627,1
provide strength meter for password fields,admins should be able to define password pol,80792,80793,0
listing files in the file selection popup is,hi \r\n\r\nthe current system to browse record,,,0
usability and of viewpage module should be imp,since the viewpage module shows sele,51933,51865,1
please use gz instead of gzip for statically,make the compressed file extension configurabl,75043,93182,1
as the taskcenter is done new the impexp exte,the taskcenter is redone completly to make it,22365,22363,1
when creating internal or external links the,the attached patch optionally adds field to,20936,22444,0
div geturl is know to be hudge and,override any of the curl options to forg,,,0
m dreaming of having more intuitive way of,we should provide generic routepart handler,26688,8736,0
hi \r\n\r\nlets start to modernize content,now fluidtemplate supports layoutrootpaths and,,,0
if you rename folder in the filelist and hav,prerequisits most likely,78036,90325,1
think should be the default output for,currently cms has no easy/working way fo,,,0
they should be moved to one of standard langua,currently the installtool is only in english,,,0
is known for its good multilanguage supp,variants allow you to change properties of f,83673,84133,1
suggestion for don know if som,when creating new content element the result,,,0
logged in users dont get result of queries,uses the gr list which indicates the,,,0
since the viewpage module shows sele,bring responsive adaption for viewpage preview,51865,51148,1
add view helper so that markers of the form,the current marker templating system collected,,,0
formviewhelper needs new argument designa,we should supply mechanism in the viewhelpe,3717,1907,1
because there are some plugins enabled to let,because there are some plugins enabled to let,16786,18238,1
we need menu to clear caches all caches pa,to move ui elements around in the be ui it is,,,0
thank you very much for the possibility of sor,sometimes it is very useful when sorting the,40365,40074,1
it should be possible to set protoc,currently the flow does not support multi doma,44891,53080,1
now finally the property mapper needs to suppo,it should be possible to submit date through,,,0
hello \r\n\r\ni dont know if this big has alre,while working with records listings in the lis,42457,25113,1
